One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Billiards
id: 0004, acc: 25.00, label: , predict: ApplyEyeMakeup
id: 0004, acc: 25.00, label: , predict: Billiards
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0005, acc: 40.00, label: , predict: ApplyEyeMakeup
id: 0005, acc: 40.00, label: , predict: ApplyEyeMakeup
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0006, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0006, acc: 33.33, label: , predict: JugglingBalls
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0007, acc: 57.14, label: , predict: ApplyEyeMakeup
id: 0007, acc: 28.57, label: , predict: MilitaryParade
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0008, acc: 62.50, label: , predict: ApplyEyeMakeup
id: 0008, acc: 25.00, label: , predict: RockClimbingIndoor
id: 0009, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0009, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0009, acc: 33.33, label: , predict: ApplyEyeMakeup
One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0001, acc: 0.00, label: , predict: BlowingCandles
id: 0001, acc: 0.00, label: , predict: MilitaryParade
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0002, acc: 0.00, label: , predict: BlowingCandles
id: 0002, acc: 0.00, label: , predict: MilitaryParade
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0003, acc: 0.00, label: , predict: ApplyLipstick
id: 0003, acc: 33.33, label: , predict: ApplyEyeMakeup
id: 0004, acc: 0.00, label: ApplyEyeMakeup, predict: Billiards
id: 0004, acc: 25.00, label: , predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0005, acc: 0.00, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0005, acc: 40.00, label: , predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: , predict: ApplyEyeMakeup
id: 0006, acc: 0.00, label: ApplyEyeMakeup, predict: Billiards
id: 0006, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0007, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0007, acc: 57.14, label: , predict: ApplyEyeMakeup
id: 0007, acc: 57.14, label: , predict: MilitaryParade
id: 0008, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0008, acc: 62.50, label: , predict: ApplyEyeMakeup
id: 0008, acc: 50.00, label: , predict: RockClimbingIndoor
id: 0009, acc: 11.11, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0009, acc: 55.56, label: , predict: ApplyEyeMakeup
id: 0010, acc: 10.00, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0010, acc: 60.00, label: , predict: ShavingBeard
id: 0010, acc: 50.00, label: , predict: MilitaryParade
id: 0011, acc: 9.09, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0011, acc: 63.64, label: , predict: ApplyEyeMakeup
id: 0011, acc: 45.45, label: , predict: RockClimbingIndoor
id: 0012, acc: 8.33, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0012, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0012, acc: 41.67, label: , predict: RockClimbingIndoor
id: 0013, acc: 7.69, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0013, acc: 69.23, label: , predict: ApplyEyeMakeup
id: 0013, acc: 46.15, label: , predict: ApplyEyeMakeup
id: 0014, acc: 14.29, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 71.43, label: , predict: ApplyEyeMakeup
id: 0014, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0015, acc: 20.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 73.33, label: , predict: ApplyEyeMakeup
id: 0015, acc: 53.33, label: , predict: ApplyEyeMakeup
id: 0016, acc: 18.75, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0016, acc: 68.75, label: , predict: ApplyLipstick
id: 0016, acc: 50.00, label: , predict: RockClimbingIndoor
id: 0017, acc: 17.65, label: ApplyEyeMakeup, predict: Billiards
id: 0017, acc: 70.59, label: , predict: ApplyEyeMakeup
id: 0017, acc: 47.06, label: , predict: Billiards
id: 0018, acc: 22.22, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 72.22, label: , predict: ApplyEyeMakeup
id: 0018, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0019, acc: 21.05, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0019, acc: 73.68, label: , predict: ApplyEyeMakeup
id: 0019, acc: 47.37, label: , predict: JugglingBalls
id: 0020, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0020, acc: 75.00, label: , predict: ApplyEyeMakeup
id: 0020, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0021, acc: 23.81, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0021, acc: 76.19, label: , predict: ApplyEyeMakeup
id: 0021, acc: 47.62, label: , predict: RockClimbingIndoor
id: 0022, acc: 22.73, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0022, acc: 77.27, label: , predict: ApplyEyeMakeup
id: 0022, acc: 50.00, label: , predict: ApplyEyeMakeup
id: 0023, acc: 21.74, label: ApplyEyeMakeup, predict: Billiards
id: 0023, acc: 78.26, label: , predict: ApplyEyeMakeup
id: 0023, acc: 47.83, label: , predict: JugglingBalls
id: 0024, acc: 20.83, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0024, acc: 79.17, label: , predict: ApplyEyeMakeup
id: 0024, acc: 45.83, label: , predict: JugglingBalls
id: 0025, acc: 20.00, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0025, acc: 80.00, label: , predict: ApplyEyeMakeup
id: 0025, acc: 44.00, label: , predict: JugglingBalls
id: 0026, acc: 19.23, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0026, acc: 80.77, label: , predict: ApplyEyeMakeup
id: 0026, acc: 42.31, label: , predict: JugglingBalls
id: 0027, acc: 18.52, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0027, acc: 81.48, label: , predict: ApplyEyeMakeup
id: 0027, acc: 40.74, label: , predict: JugglingBalls
id: 0028, acc: 17.86, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0028, acc: 82.14, label: , predict: ApplyEyeMakeup
id: 0028, acc: 39.29, label: , predict: JugglingBalls
id: 0029, acc: 17.24, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0029, acc: 82.76, label: , predict: ApplyEyeMakeup
id: 0029, acc: 37.93, label: , predict: JugglingBalls
id: 0030, acc: 16.67, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0030, acc: 83.33, label: , predict: ApplyEyeMakeup
id: 0030, acc: 36.67, label: , predict: JugglingBalls
id: 0031, acc: 16.13, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0031, acc: 83.87, label: , predict: ApplyEyeMakeup
id: 0031, acc: 38.71, label: , predict: ApplyEyeMakeup
id: 0032, acc: 18.75, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 84.38, label: , predict: ApplyEyeMakeup
id: 0032, acc: 40.62, label: , predict: ApplyEyeMakeup
id: 0033, acc: 18.18, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0033, acc: 84.85, label: , predict: ApplyEyeMakeup
id: 0033, acc: 39.39, label: , predict: JugglingBalls
id: 0034, acc: 17.65, label: ApplyEyeMakeup, predict: HammerThrow
id: 0034, acc: 85.29, label: , predict: ApplyEyeMakeup
id: 0034, acc: 41.18, label: , predict: ApplyEyeMakeup
id: 0035, acc: 17.14, label: ApplyEyeMakeup, predict: Kayaking
id: 0035, acc: 85.71, label: , predict: ApplyEyeMakeup
id: 0035, acc: 42.86, label: , predict: ApplyEyeMakeup
id: 0036, acc: 16.67, label: ApplyEyeMakeup, predict: MilitaryParade
id: 0036, acc: 86.11, label: , predict: ApplyEyeMakeup
id: 0036, acc: 41.67, label: , predict: MilitaryParade
id: 0037, acc: 16.22, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0037, acc: 86.49, label: , predict: ApplyEyeMakeup
id: 0037, acc: 40.54, label: , predict: JugglingBalls
id: 0038, acc: 15.79, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0038, acc: 86.84, label: , predict: ApplyEyeMakeup
id: 0038, acc: 39.47, label: , predict: JugglingBalls
id: 0039, acc: 15.38, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0039, acc: 87.18, label: , predict: ApplyEyeMakeup
id: 0039, acc: 38.46, label: , predict: JugglingBalls
id: 0040, acc: 17.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 87.50, label: , predict: ApplyEyeMakeup
id: 0040, acc: 40.00, label: , predict: ApplyEyeMakeup
id: 0041, acc: 17.07, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0041, acc: 87.80, label: , predict: ApplyEyeMakeup
id: 0041, acc: 39.02, label: , predict: RockClimbingIndoor
id: 0042, acc: 16.67, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0042, acc: 88.10, label: , predict: ApplyEyeMakeup
id: 0042, acc: 40.48, label: , predict: ApplyEyeMakeup
id: 0043, acc: 16.28, label: ApplyEyeMakeup, predict: Knitting
id: 0043, acc: 86.05, label: , predict: Haircut
id: 0043, acc: 39.53, label: , predict: Knitting
id: 0044, acc: 15.91, label: ApplyEyeMakeup, predict: Knitting
id: 0044, acc: 84.09, label: , predict: Haircut
id: 0044, acc: 38.64, label: , predict: Knitting
id: 0045, acc: 15.56, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0045, acc: 82.22, label: , predict: ApplyEyeMakeup
id: 0045, acc: 37.78, label: , predict: ApplyEyeMakeup
id: 0046, acc: 15.22, label: ApplyLipstick, predict: MilitaryParade
id: 0046, acc: 80.43, label: , predict: ApplyEyeMakeup
id: 0046, acc: 36.96, label: , predict: MilitaryParade
id: 0047, acc: 14.89, label: ApplyLipstick, predict: MilitaryParade
id: 0047, acc: 78.72, label: , predict: ApplyEyeMakeup
id: 0047, acc: 36.17, label: , predict: MilitaryParade
id: 0048, acc: 14.58, label: ApplyLipstick, predict: MilitaryParade
id: 0048, acc: 77.08, label: , predict: Typing
id: 0048, acc: 35.42, label: , predict: MilitaryParade
id: 0049, acc: 16.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0049, acc: 77.55, label: , predict: ApplyLipstick
id: 0049, acc: 36.73, label: , predict: ApplyLipstick
id: 0050, acc: 16.00, label: ApplyLipstick, predict: Billiards
id: 0050, acc: 78.00, label: , predict: ApplyLipstick
id: 0050, acc: 36.00, label: , predict: JugglingBalls
id: 0051, acc: 15.69, label: ApplyLipstick, predict: Billiards
id: 0051, acc: 78.43, label: , predict: ApplyLipstick
id: 0051, acc: 35.29, label: , predict: JugglingBalls
id: 0052, acc: 15.38, label: ApplyLipstick, predict: Billiards
id: 0052, acc: 78.85, label: , predict: ApplyLipstick
id: 0052, acc: 34.62, label: , predict: JugglingBalls
id: 0053, acc: 15.09, label: ApplyLipstick, predict: JugglingBalls
id: 0053, acc: 79.25, label: , predict: ApplyLipstick
id: 0053, acc: 33.96, label: , predict: JugglingBalls
id: 0054, acc: 14.81, label: ApplyLipstick, predict: JugglingBalls
id: 0054, acc: 77.78, label: , predict: BrushingTeeth
id: 0054, acc: 33.33, label: , predict: JugglingBalls
id: 0055, acc: 14.55, label: ApplyLipstick, predict: JugglingBalls
id: 0055, acc: 76.36, label: , predict: BrushingTeeth
id: 0055, acc: 32.73, label: , predict: JugglingBalls
id: 0056, acc: 14.29, label: ApplyLipstick, predict: JugglingBalls
id: 0056, acc: 75.00, label: , predict: BrushingTeeth
id: 0056, acc: 32.14, label: , predict: JugglingBalls
id: 0057, acc: 14.04, label: ApplyLipstick, predict: JugglingBalls
id: 0057, acc: 73.68, label: , predict: BrushingTeeth
id: 0057, acc: 31.58, label: , predict: JugglingBalls
id: 0058, acc: 13.79, label: ApplyLipstick, predict: FrontCrawl
id: 0058, acc: 74.14, label: , predict: ApplyLipstick
id: 0058, acc: 31.03, label: , predict: Rowing
id: 0059, acc: 13.56, label: ApplyLipstick, predict: MilitaryParade
id: 0059, acc: 74.58, label: , predict: ApplyLipstick
id: 0059, acc: 30.51, label: , predict: MilitaryParade
id: 0060, acc: 13.33, label: ApplyLipstick, predict: MilitaryParade
id: 0060, acc: 75.00, label: , predict: ApplyLipstick
id: 0060, acc: 31.67, label: , predict: ApplyLipstick
id: 0061, acc: 14.75, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 75.41, label: , predict: ApplyLipstick
id: 0061, acc: 32.79, label: , predict: ApplyLipstick
id: 0062, acc: 16.13, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 75.81, label: , predict: ApplyLipstick
id: 0062, acc: 33.87, label: , predict: ApplyLipstick
id: 0063, acc: 15.87, label: ApplyLipstick, predict: MilitaryParade
id: 0063, acc: 74.60, label: , predict: BrushingTeeth
id: 0063, acc: 33.33, label: , predict: MilitaryParade
id: 0064, acc: 15.62, label: ApplyLipstick, predict: MilitaryParade
id: 0064, acc: 75.00, label: , predict: ApplyLipstick
id: 0064, acc: 32.81, label: , predict: MilitaryParade
id: 0065, acc: 15.38, label: ApplyLipstick, predict: MilitaryParade
id: 0065, acc: 73.85, label: , predict: ApplyEyeMakeup
id: 0065, acc: 32.31, label: , predict: MilitaryParade
id: 0066, acc: 15.15, label: ApplyLipstick, predict: MilitaryParade
id: 0066, acc: 72.73, label: , predict: BrushingTeeth
id: 0066, acc: 31.82, label: , predict: MilitaryParade
id: 0067, acc: 14.93, label: ApplyLipstick, predict: MilitaryParade
id: 0067, acc: 71.64, label: , predict: ShavingBeard
id: 0067, acc: 31.34, label: , predict: MilitaryParade
id: 0068, acc: 14.71, label: ApplyLipstick, predict: JugglingBalls
id: 0068, acc: 70.59, label: , predict: ApplyEyeMakeup
id: 0068, acc: 30.88, label: , predict: JugglingBalls
id: 0069, acc: 14.49, label: ApplyLipstick, predict: JugglingBalls
id: 0069, acc: 69.57, label: , predict: ApplyEyeMakeup
id: 0069, acc: 30.43, label: , predict: JugglingBalls
id: 0070, acc: 14.29, label: ApplyLipstick, predict: Billiards
id: 0070, acc: 70.00, label: , predict: ApplyLipstick
id: 0070, acc: 30.00, label: , predict: JugglingBalls
id: 0071, acc: 14.08, label: ApplyLipstick, predict: Billiards
id: 0071, acc: 70.42, label: , predict: ApplyLipstick
id: 0071, acc: 29.58, label: , predict: Billiards
id: 0072, acc: 13.89, label: ApplyLipstick, predict: JugglingBalls
id: 0072, acc: 70.83, label: , predict: ApplyLipstick
id: 0072, acc: 29.17, label: , predict: MilitaryParade
id: 0073, acc: 13.70, label: ApplyLipstick, predict: MilitaryParade
id: 0073, acc: 71.23, label: , predict: ApplyLipstick
id: 0073, acc: 28.77, label: , predict: MilitaryParade
id: 0074, acc: 13.51, label: ApplyLipstick, predict: Billiards
id: 0074, acc: 71.62, label: , predict: ApplyLipstick
id: 0074, acc: 28.38, label: , predict: MilitaryParade
id: 0075, acc: 13.33, label: ApplyLipstick, predict: Billiards
id: 0075, acc: 72.00, label: , predict: ApplyLipstick
id: 0075, acc: 28.00, label: , predict: ApplyEyeMakeup
id: 0076, acc: 13.16, label: ApplyLipstick, predict: Billiards
id: 0076, acc: 72.37, label: , predict: ApplyLipstick
id: 0076, acc: 27.63, label: , predict: ApplyEyeMakeup
id: 0077, acc: 12.99, label: Archery, predict: Hammering
id: 0077, acc: 71.43, label: , predict: Hammering
id: 0077, acc: 27.27, label: , predict: Hammering
id: 0078, acc: 12.82, label: Archery, predict: HammerThrow
id: 0078, acc: 70.51, label: , predict: HammerThrow
id: 0078, acc: 26.92, label: , predict: JugglingBalls
id: 0079, acc: 12.66, label: Archery, predict: JugglingBalls
id: 0079, acc: 70.89, label: , predict: Archery
id: 0079, acc: 26.58, label: , predict: JugglingBalls
id: 0080, acc: 12.50, label: Archery, predict: JugglingBalls
id: 0080, acc: 71.25, label: , predict: Archery
id: 0080, acc: 26.25, label: , predict: JugglingBalls
id: 0081, acc: 12.35, label: Archery, predict: Billiards
id: 0081, acc: 70.37, label: , predict: FrontCrawl
id: 0081, acc: 25.93, label: , predict: Billiards
id: 0082, acc: 12.20, label: Archery, predict: JugglingBalls
id: 0082, acc: 69.51, label: , predict: FrontCrawl
id: 0082, acc: 25.61, label: , predict: JugglingBalls
id: 0083, acc: 12.05, label: Archery, predict: Hammering
id: 0083, acc: 68.67, label: , predict: Hammering
id: 0083, acc: 25.30, label: , predict: Hammering
id: 0084, acc: 13.10, label: Archery, predict: Archery
id: 0084, acc: 69.05, label: , predict: Archery
id: 0084, acc: 26.19, label: , predict: Archery
id: 0085, acc: 14.12, label: Archery, predict: Archery
id: 0085, acc: 69.41, label: , predict: Archery
id: 0085, acc: 27.06, label: , predict: Archery
id: 0086, acc: 15.12, label: Archery, predict: Archery
id: 0086, acc: 69.77, label: , predict: Archery
id: 0086, acc: 27.91, label: , predict: Archery
id: 0087, acc: 14.94, label: Archery, predict: Basketball
id: 0087, acc: 70.11, label: , predict: Archery
id: 0087, acc: 27.59, label: , predict: Basketball
id: 0088, acc: 14.77, label: Archery, predict: Basketball
id: 0088, acc: 70.45, label: , predict: Archery
id: 0088, acc: 28.41, label: , predict: Archery
id: 0089, acc: 14.61, label: Archery, predict: Basketball
id: 0089, acc: 70.79, label: , predict: Archery
id: 0089, acc: 29.21, label: , predict: Archery
id: 0090, acc: 14.44, label: Archery, predict: Basketball
id: 0090, acc: 71.11, label: , predict: Archery
id: 0090, acc: 30.00, label: , predict: Archery
id: 0091, acc: 14.29, label: Archery, predict: GolfSwing
id: 0091, acc: 70.33, label: , predict: GolfSwing
id: 0091, acc: 29.67, label: , predict: GolfSwing
id: 0092, acc: 14.13, label: Archery, predict: GolfSwing
id: 0092, acc: 70.65, label: , predict: Archery
id: 0092, acc: 29.35, label: , predict: JugglingBalls
id: 0093, acc: 13.98, label: Archery, predict: RockClimbingIndoor
id: 0093, acc: 69.89, label: , predict: RockClimbingIndoor
id: 0093, acc: 29.03, label: , predict: RockClimbingIndoor
id: 0094, acc: 13.83, label: Archery, predict: VolleyballSpiking
id: 0094, acc: 69.15, label: , predict: RopeClimbing
id: 0094, acc: 28.72, label: , predict: VolleyballSpiking
id: 0095, acc: 13.68, label: Archery, predict: RockClimbingIndoor
id: 0095, acc: 68.42, label: , predict: Bowling
id: 0095, acc: 28.42, label: , predict: RockClimbingIndoor
id: 0096, acc: 13.54, label: Archery, predict: JugglingBalls
id: 0096, acc: 68.75, label: , predict: Archery
id: 0096, acc: 28.12, label: , predict: JugglingBalls
id: 0097, acc: 13.40, label: Archery, predict: JugglingBalls
id: 0097, acc: 69.07, label: , predict: Archery
id: 0097, acc: 27.84, label: , predict: JugglingBalls
id: 0098, acc: 13.27, label: Archery, predict: JugglingBalls
id: 0098, acc: 69.39, label: , predict: Archery
id: 0098, acc: 27.55, label: , predict: JugglingBalls
id: 0099, acc: 13.13, label: Archery, predict: JugglingBalls
id: 0099, acc: 68.69, label: , predict: JugglingBalls
id: 0099, acc: 27.27, label: , predict: JugglingBalls
id: 0100, acc: 13.00, label: Archery, predict: JugglingBalls
id: 0100, acc: 68.00, label: , predict: JugglingBalls
id: 0100, acc: 27.00, label: , predict: JugglingBalls
id: 0101, acc: 12.87, label: Archery, predict: JugglingBalls
id: 0101, acc: 67.33, label: , predict: BoxingSpeedBag
id: 0101, acc: 26.73, label: , predict: JugglingBalls
id: 0102, acc: 12.75, label: Archery, predict: JugglingBalls
id: 0102, acc: 66.67, label: , predict: BoxingSpeedBag
id: 0102, acc: 26.47, label: , predict: JugglingBalls
id: 0103, acc: 12.62, label: Archery, predict: JugglingBalls
id: 0103, acc: 66.02, label: , predict: BoxingSpeedBag
id: 0103, acc: 26.21, label: , predict: JugglingBalls
id: 0104, acc: 12.50, label: Archery, predict: Billiards
id: 0104, acc: 65.38, label: , predict: CliffDiving
id: 0104, acc: 25.96, label: , predict: Billiards
id: 0105, acc: 12.38, label: Archery, predict: JugglingBalls
id: 0105, acc: 65.71, label: , predict: Archery
id: 0105, acc: 25.71, label: , predict: JugglingBalls
id: 0106, acc: 12.26, label: Archery, predict: MilitaryParade
id: 0106, acc: 65.09, label: , predict: Nunchucks
id: 0106, acc: 25.47, label: , predict: MilitaryParade
id: 0107, acc: 12.15, label: Archery, predict: MilitaryParade
id: 0107, acc: 64.49, label: , predict: JugglingBalls
id: 0107, acc: 25.23, label: , predict: MilitaryParade
id: 0108, acc: 12.04, label: Archery, predict: MilitaryParade
id: 0108, acc: 63.89, label: , predict: Nunchucks
id: 0108, acc: 25.00, label: , predict: MilitaryParade
id: 0109, acc: 11.93, label: Archery, predict: MilitaryParade
id: 0109, acc: 63.30, label: , predict: RockClimbingIndoor
id: 0109, acc: 24.77, label: , predict: MilitaryParade
id: 0110, acc: 11.82, label: Archery, predict: RockClimbingIndoor
id: 0110, acc: 62.73, label: , predict: RockClimbingIndoor
id: 0110, acc: 24.55, label: , predict: RockClimbingIndoor
id: 0111, acc: 11.71, label: Archery, predict: MilitaryParade
id: 0111, acc: 62.16, label: , predict: Nunchucks
id: 0111, acc: 24.32, label: , predict: MilitaryParade
id: 0112, acc: 11.61, label: Archery, predict: JugglingBalls
id: 0112, acc: 62.50, label: , predict: Archery
id: 0112, acc: 24.11, label: , predict: JugglingBalls
id: 0113, acc: 11.50, label: Archery, predict: JugglingBalls
id: 0113, acc: 62.83, label: , predict: Archery
id: 0113, acc: 23.89, label: , predict: JugglingBalls
id: 0114, acc: 11.40, label: Archery, predict: JugglingBalls
id: 0114, acc: 62.28, label: , predict: RopeClimbing
id: 0114, acc: 23.68, label: , predict: JugglingBalls
id: 0115, acc: 11.30, label: Archery, predict: JugglingBalls
id: 0115, acc: 61.74, label: , predict: Hammering
id: 0115, acc: 23.48, label: , predict: JugglingBalls
id: 0116, acc: 11.21, label: Archery, predict: JugglingBalls
id: 0116, acc: 61.21, label: , predict: VolleyballSpiking
id: 0116, acc: 23.28, label: , predict: JugglingBalls
id: 0117, acc: 11.11, label: Archery, predict: JugglingBalls
id: 0117, acc: 60.68, label: , predict: PlayingViolin
id: 0117, acc: 23.08, label: , predict: JugglingBalls
id: 0118, acc: 11.02, label: BabyCrawling, predict: RockClimbingIndoor
id: 0118, acc: 61.02, label: , predict: BabyCrawling
id: 0118, acc: 22.88, label: , predict: RockClimbingIndoor
id: 0119, acc: 10.92, label: BabyCrawling, predict: RockClimbingIndoor
id: 0119, acc: 60.50, label: , predict: RockClimbingIndoor
id: 0119, acc: 22.69, label: , predict: RockClimbingIndoor
id: 0120, acc: 10.83, label: BabyCrawling, predict: RockClimbingIndoor
id: 0120, acc: 60.00, label: , predict: RockClimbingIndoor
id: 0120, acc: 22.50, label: , predict: RockClimbingIndoor
id: 0121, acc: 10.74, label: BabyCrawling, predict: RockClimbingIndoor
id: 0121, acc: 60.33, label: , predict: BabyCrawling
id: 0121, acc: 22.31, label: , predict: RockClimbingIndoor
id: 0122, acc: 11.48, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 60.66, label: , predict: BabyCrawling
id: 0122, acc: 22.95, label: , predict: BabyCrawling
id: 0123, acc: 12.20, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 60.98, label: , predict: BabyCrawling
id: 0123, acc: 22.76, label: , predict: JugglingBalls
id: 0124, acc: 12.10, label: BabyCrawling, predict: RockClimbingIndoor
id: 0124, acc: 61.29, label: , predict: BabyCrawling
id: 0124, acc: 22.58, label: , predict: RockClimbingIndoor
id: 0125, acc: 12.80, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 61.60, label: , predict: BabyCrawling
id: 0125, acc: 22.40, label: , predict: RockClimbingIndoor
id: 0126, acc: 13.49, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 61.90, label: , predict: BabyCrawling
id: 0126, acc: 23.02, label: , predict: BabyCrawling
id: 0127, acc: 13.39, label: BabyCrawling, predict: RockClimbingIndoor
id: 0127, acc: 62.20, label: , predict: BabyCrawling
id: 0127, acc: 22.83, label: , predict: RockClimbingIndoor
id: 0128, acc: 13.28, label: BabyCrawling, predict: RockClimbingIndoor
id: 0128, acc: 61.72, label: , predict: HorseRace
id: 0128, acc: 22.66, label: , predict: RockClimbingIndoor
id: 0129, acc: 13.18, label: BabyCrawling, predict: RockClimbingIndoor
id: 0129, acc: 61.24, label: , predict: HorseRace
id: 0129, acc: 22.48, label: , predict: RockClimbingIndoor
id: 0130, acc: 13.08, label: BabyCrawling, predict: RockClimbingIndoor
id: 0130, acc: 60.77, label: , predict: MoppingFloor
id: 0130, acc: 22.31, label: , predict: RockClimbingIndoor
id: 0131, acc: 12.98, label: BabyCrawling, predict: RockClimbingIndoor
id: 0131, acc: 61.07, label: , predict: BabyCrawling
id: 0131, acc: 22.14, label: , predict: RockClimbingIndoor
