id: 0001, acc: 100.00, label: clean, predict: clean
id: 0051, acc: 100.00, label: clean, predict: clean
id: 0052, acc: 100.00, label: clean, predict: clean
id: 0053, acc: 100.00, label: clean, predict: clean
id: 0054, acc: 100.00, label: clean, predict: clean
id: 0055, acc: 100.00, label: clean, predict: clean
id: 0056, acc: 100.00, label: clean, predict: clean
id: 0057, acc: 100.00, label: clean, predict: clean
id: 0058, acc: 100.00, label: clean, predict: clean
id: 0059, acc: 100.00, label: clean, predict: clean
id: 0060, acc: 100.00, label: clean, predict: clean
id: 0061, acc: 100.00, label: clean, predict: clean
id: 0062, acc: 100.00, label: clean, predict: clean
id: 0063, acc: 100.00, label: clean, predict: clean
id: 0064, acc: 100.00, label: clean, predict: clean
id: 0065, acc: 100.00, label: clean, predict: clean
id: 0066, acc: 100.00, label: clean, predict: clean
id: 0067, acc: 100.00, label: clean, predict: clean
id: 0068, acc: 100.00, label: clean, predict: clean
id: 0069, acc: 100.00, label: clean, predict: clean
id: 0070, acc: 100.00, label: clean, predict: clean
id: 0071, acc: 100.00, label: clean, predict: clean
id: 0072, acc: 100.00, label: clean, predict: clean
id: 0073, acc: 100.00, label: clean, predict: clean
id: 0074, acc: 100.00, label: clean, predict: clean
id: 0075, acc: 100.00, label: clean, predict: clean
id: 0076, acc: 100.00, label: clean, predict: clean
id: 0077, acc: 100.00, label: clean, predict: clean
id: 0078, acc: 100.00, label: clean, predict: clean
id: 0079, acc: 100.00, label: clean, predict: clean
id: 0080, acc: 100.00, label: clean, predict: clean
id: 0081, acc: 98.77, label: clean, predict: PGD
id: 0082, acc: 98.78, label: clean, predict: clean
id: 0083, acc: 98.80, label: clean, predict: clean
id: 0084, acc: 98.81, label: clean, predict: clean
id: 0085, acc: 98.82, label: clean, predict: clean
id: 0086, acc: 98.84, label: clean, predict: clean
id: 0087, acc: 98.85, label: clean, predict: clean
id: 0088, acc: 98.86, label: clean, predict: clean
id: 0089, acc: 98.88, label: clean, predict: clean
id: 0090, acc: 98.89, label: clean, predict: clean
id: 0091, acc: 98.90, label: clean, predict: clean
id: 0092, acc: 98.91, label: clean, predict: clean
id: 0093, acc: 98.92, label: clean, predict: clean
id: 0094, acc: 98.94, label: clean, predict: clean
id: 0095, acc: 98.95, label: clean, predict: clean
id: 0096, acc: 98.96, label: clean, predict: clean
id: 0097, acc: 98.97, label: clean, predict: clean
id: 0098, acc: 98.98, label: clean, predict: clean
id: 0099, acc: 98.99, label: clean, predict: clean
id: 0100, acc: 99.00, label: clean, predict: clean
id: 0101, acc: 99.01, label: clean, predict: clean
id: 0102, acc: 99.02, label: clean, predict: clean
id: 0103, acc: 99.03, label: clean, predict: clean
id: 0104, acc: 99.04, label: clean, predict: clean
id: 0105, acc: 99.05, label: clean, predict: clean
id: 0106, acc: 99.06, label: clean, predict: clean
id: 0107, acc: 99.07, label: clean, predict: clean
id: 0108, acc: 99.07, label: clean, predict: clean
id: 0109, acc: 99.08, label: clean, predict: clean
id: 0110, acc: 99.09, label: clean, predict: clean
id: 0111, acc: 99.10, label: clean, predict: clean
id: 0112, acc: 99.11, label: clean, predict: clean
id: 0113, acc: 99.12, label: clean, predict: clean
id: 0114, acc: 99.12, label: clean, predict: clean
id: 0115, acc: 99.13, label: clean, predict: clean
id: 0116, acc: 99.14, label: clean, predict: clean
id: 0117, acc: 99.15, label: clean, predict: clean
id: 0118, acc: 99.15, label: clean, predict: clean
id: 0119, acc: 99.16, label: clean, predict: clean
id: 0120, acc: 99.17, label: clean, predict: clean
id: 0121, acc: 99.17, label: clean, predict: clean
id: 0122, acc: 99.18, label: clean, predict: clean
id: 0123, acc: 99.19, label: clean, predict: clean
id: 0124, acc: 99.19, label: clean, predict: clean
id: 0125, acc: 99.20, label: clean, predict: clean
id: 0126, acc: 99.21, label: clean, predict: clean
id: 0127, acc: 99.21, label: clean, predict: clean
id: 0128, acc: 98.44, label: clean, predict: PGD
id: 0129, acc: 97.67, label: clean, predict: PGD
id: 0130, acc: 96.92, label: clean, predict: PGD
id: 0131, acc: 96.18, label: clean, predict: PGD
id: 0132, acc: 96.21, label: clean, predict: clean
id: 0133, acc: 96.24, label: clean, predict: clean
id: 0134, acc: 96.27, label: clean, predict: clean
id: 0135, acc: 96.30, label: clean, predict: clean
id: 0136, acc: 96.32, label: clean, predict: clean
id: 0137, acc: 96.35, label: clean, predict: clean
id: 0138, acc: 96.38, label: clean, predict: clean
id: 0139, acc: 96.40, label: clean, predict: clean
id: 0140, acc: 96.43, label: clean, predict: clean
id: 0141, acc: 96.45, label: clean, predict: clean
id: 0142, acc: 96.48, label: clean, predict: clean
id: 0143, acc: 96.50, label: clean, predict: clean
id: 0144, acc: 96.53, label: clean, predict: clean
id: 0145, acc: 96.55, label: clean, predict: clean
id: 0146, acc: 96.58, label: clean, predict: clean
id: 0147, acc: 96.60, label: clean, predict: clean
id: 0148, acc: 96.62, label: clean, predict: clean
id: 0149, acc: 96.64, label: clean, predict: clean
id: 0150, acc: 96.67, label: clean, predict: clean
id: 0151, acc: 96.69, label: clean, predict: clean
id: 0152, acc: 96.71, label: clean, predict: clean
id: 0153, acc: 96.73, label: clean, predict: clean
id: 0154, acc: 96.75, label: clean, predict: clean
id: 0155, acc: 96.77, label: clean, predict: clean
id: 0156, acc: 96.79, label: clean, predict: clean
id: 0157, acc: 96.82, label: clean, predict: clean
id: 0158, acc: 96.84, label: clean, predict: clean
id: 0159, acc: 96.86, label: clean, predict: clean
id: 0160, acc: 96.88, label: clean, predict: clean
id: 0161, acc: 96.89, label: clean, predict: clean
id: 0162, acc: 96.91, label: clean, predict: clean
id: 0163, acc: 96.93, label: clean, predict: clean
id: 0164, acc: 96.95, label: clean, predict: clean
id: 0165, acc: 96.97, label: clean, predict: clean
id: 0166, acc: 96.99, label: clean, predict: clean
id: 0167, acc: 97.01, label: clean, predict: clean
id: 0168, acc: 97.02, label: clean, predict: clean
id: 0169, acc: 97.04, label: clean, predict: clean
id: 0170, acc: 97.06, label: clean, predict: clean
id: 0171, acc: 97.08, label: clean, predict: clean
id: 0172, acc: 97.09, label: clean, predict: clean
id: 0173, acc: 97.11, label: clean, predict: clean
id: 0174, acc: 97.13, label: clean, predict: clean
id: 0175, acc: 97.14, label: clean, predict: clean
id: 0176, acc: 97.16, label: clean, predict: clean
id: 0177, acc: 97.18, label: clean, predict: clean
id: 0178, acc: 97.19, label: clean, predict: clean
id: 0179, acc: 97.21, label: clean, predict: clean
id: 0180, acc: 97.22, label: clean, predict: clean
id: 0181, acc: 97.24, label: clean, predict: clean
id: 0182, acc: 97.25, label: clean, predict: clean
id: 0183, acc: 97.27, label: clean, predict: clean
id: 0184, acc: 97.28, label: clean, predict: clean
id: 0185, acc: 97.30, label: clean, predict: clean
id: 0186, acc: 97.31, label: clean, predict: clean
id: 0187, acc: 97.33, label: clean, predict: clean
id: 0188, acc: 97.34, label: clean, predict: clean
id: 0189, acc: 97.35, label: clean, predict: clean
id: 0190, acc: 97.37, label: clean, predict: clean
id: 0191, acc: 97.38, label: clean, predict: clean
id: 0192, acc: 97.40, label: clean, predict: clean
id: 0193, acc: 97.41, label: clean, predict: clean
id: 0194, acc: 97.42, label: clean, predict: clean
id: 0195, acc: 97.44, label: clean, predict: clean
id: 0196, acc: 97.45, label: clean, predict: clean
id: 0197, acc: 97.46, label: clean, predict: clean
id: 0198, acc: 97.47, label: clean, predict: clean
id: 0199, acc: 97.49, label: clean, predict: clean
id: 0200, acc: 97.50, label: clean, predict: clean
id: 0201, acc: 97.51, label: clean, predict: clean
id: 0202, acc: 97.52, label: clean, predict: clean
id: 0203, acc: 97.54, label: clean, predict: clean
id: 0204, acc: 97.55, label: clean, predict: clean
id: 0205, acc: 97.56, label: clean, predict: clean
id: 0206, acc: 97.57, label: clean, predict: clean
id: 0207, acc: 97.58, label: clean, predict: clean
id: 0208, acc: 97.60, label: clean, predict: clean
id: 0209, acc: 97.61, label: clean, predict: clean
id: 0210, acc: 97.62, label: clean, predict: clean
id: 0211, acc: 97.16, label: clean, predict: PGD
id: 0212, acc: 97.17, label: clean, predict: clean
id: 0213, acc: 97.18, label: clean, predict: clean
id: 0214, acc: 97.20, label: clean, predict: clean
id: 0215, acc: 97.21, label: clean, predict: clean
id: 0216, acc: 97.22, label: clean, predict: clean
id: 0217, acc: 97.24, label: clean, predict: clean
id: 0218, acc: 97.25, label: clean, predict: clean
id: 0219, acc: 97.26, label: clean, predict: clean
id: 0220, acc: 97.27, label: clean, predict: clean
id: 0221, acc: 97.29, label: clean, predict: clean
id: 0222, acc: 97.30, label: clean, predict: clean
id: 0223, acc: 97.31, label: clean, predict: clean
id: 0224, acc: 97.32, label: clean, predict: clean
id: 0225, acc: 96.89, label: clean, predict: PGD
id: 0226, acc: 96.46, label: clean, predict: PGD
id: 0227, acc: 96.48, label: clean, predict: clean
id: 0228, acc: 96.49, label: clean, predict: clean
id: 0229, acc: 96.51, label: clean, predict: clean
id: 0230, acc: 96.52, label: clean, predict: clean
id: 0231, acc: 96.54, label: clean, predict: clean
id: 0232, acc: 96.55, label: clean, predict: clean
id: 0233, acc: 96.57, label: clean, predict: clean
id: 0234, acc: 96.58, label: clean, predict: clean
id: 0235, acc: 96.60, label: clean, predict: clean
id: 0236, acc: 96.61, label: clean, predict: clean
id: 0237, acc: 96.62, label: clean, predict: clean
id: 0238, acc: 96.64, label: clean, predict: clean
id: 0239, acc: 96.65, label: clean, predict: clean
id: 0240, acc: 96.67, label: clean, predict: clean
id: 0241, acc: 96.68, label: clean, predict: clean
id: 0242, acc: 96.69, label: clean, predict: clean
id: 0243, acc: 96.71, label: clean, predict: clean
id: 0244, acc: 96.72, label: clean, predict: clean
id: 0245, acc: 96.73, label: clean, predict: clean
id: 0246, acc: 96.75, label: clean, predict: clean
id: 0247, acc: 96.76, label: clean, predict: clean
id: 0248, acc: 96.77, label: clean, predict: clean
id: 0249, acc: 96.79, label: clean, predict: clean
id: 0250, acc: 96.80, label: clean, predict: clean
id: 0251, acc: 96.81, label: clean, predict: clean
id: 0252, acc: 96.83, label: clean, predict: clean
id: 0253, acc: 96.84, label: clean, predict: clean
id: 0254, acc: 96.85, label: clean, predict: clean
id: 0255, acc: 96.86, label: clean, predict: clean
id: 0256, acc: 96.88, label: clean, predict: clean
id: 0257, acc: 96.89, label: clean, predict: clean
id: 0258, acc: 96.90, label: clean, predict: clean
id: 0259, acc: 96.91, label: clean, predict: clean
id: 0260, acc: 96.92, label: clean, predict: clean
id: 0261, acc: 96.93, label: clean, predict: clean
id: 0262, acc: 96.95, label: clean, predict: clean
id: 0263, acc: 96.96, label: clean, predict: clean
id: 0264, acc: 96.97, label: clean, predict: clean
id: 0265, acc: 96.98, label: clean, predict: clean
id: 0266, acc: 96.99, label: clean, predict: clean
id: 0267, acc: 97.00, label: clean, predict: clean
id: 0268, acc: 97.01, label: clean, predict: clean
id: 0269, acc: 97.03, label: clean, predict: clean
id: 0270, acc: 97.04, label: clean, predict: clean
id: 0271, acc: 97.05, label: clean, predict: clean
id: 0272, acc: 97.06, label: clean, predict: clean
id: 0273, acc: 97.07, label: clean, predict: clean
id: 0274, acc: 97.08, label: clean, predict: clean
id: 0275, acc: 97.09, label: clean, predict: clean
id: 0276, acc: 97.10, label: clean, predict: clean
id: 0277, acc: 97.11, label: clean, predict: clean
id: 0278, acc: 97.12, label: clean, predict: clean
id: 0279, acc: 97.13, label: clean, predict: clean
id: 0280, acc: 97.14, label: clean, predict: clean
id: 0281, acc: 97.15, label: clean, predict: clean
id: 0282, acc: 97.16, label: clean, predict: clean
id: 0283, acc: 97.17, label: clean, predict: clean
id: 0284, acc: 97.18, label: clean, predict: clean
id: 0285, acc: 97.19, label: clean, predict: clean
id: 0286, acc: 97.20, label: clean, predict: clean
id: 0287, acc: 97.21, label: clean, predict: clean
id: 0288, acc: 97.22, label: clean, predict: clean
id: 0289, acc: 97.23, label: clean, predict: clean
id: 0290, acc: 97.24, label: clean, predict: clean
id: 0291, acc: 97.25, label: clean, predict: clean
id: 0292, acc: 97.26, label: clean, predict: clean
id: 0293, acc: 97.27, label: clean, predict: clean
id: 0294, acc: 97.28, label: clean, predict: clean
id: 0295, acc: 97.29, label: clean, predict: clean
id: 0296, acc: 97.30, label: clean, predict: clean
id: 0297, acc: 97.31, label: clean, predict: clean
id: 0298, acc: 96.98, label: clean, predict: PGD
id: 0299, acc: 96.99, label: clean, predict: clean
id: 0300, acc: 97.00, label: clean, predict: clean
id: 0301, acc: 97.01, label: clean, predict: clean
id: 0302, acc: 97.02, label: clean, predict: clean
id: 0303, acc: 97.03, label: clean, predict: clean
id: 0304, acc: 97.04, label: clean, predict: clean
id: 0305, acc: 97.05, label: clean, predict: clean
id: 0306, acc: 97.06, label: clean, predict: clean
id: 0307, acc: 97.07, label: clean, predict: clean
id: 0308, acc: 97.08, label: clean, predict: clean
id: 0309, acc: 97.09, label: clean, predict: clean
id: 0310, acc: 96.77, label: clean, predict: PGD
id: 0311, acc: 96.78, label: clean, predict: clean
id: 0312, acc: 96.47, label: clean, predict: PGD
id: 0313, acc: 96.17, label: clean, predict: PGD
id: 0314, acc: 96.18, label: clean, predict: clean
id: 0315, acc: 96.19, label: clean, predict: clean
id: 0316, acc: 96.20, label: clean, predict: clean
id: 0317, acc: 95.90, label: clean, predict: PGD
id: 0318, acc: 95.60, label: clean, predict: PGD
id: 0319, acc: 95.61, label: clean, predict: clean
id: 0320, acc: 95.62, label: clean, predict: clean
id: 0321, acc: 95.64, label: clean, predict: clean
id: 0322, acc: 95.65, label: clean, predict: clean
id: 0323, acc: 95.67, label: clean, predict: clean
id: 0324, acc: 95.68, label: clean, predict: clean
id: 0325, acc: 95.69, label: clean, predict: clean
id: 0326, acc: 95.71, label: clean, predict: clean
id: 0327, acc: 95.72, label: clean, predict: clean
id: 0328, acc: 95.73, label: clean, predict: clean
id: 0329, acc: 95.74, label: clean, predict: clean
id: 0330, acc: 95.76, label: clean, predict: clean
id: 0331, acc: 95.77, label: clean, predict: clean
id: 0332, acc: 95.78, label: clean, predict: clean
id: 0333, acc: 95.80, label: clean, predict: clean
id: 0334, acc: 95.81, label: clean, predict: clean
id: 0335, acc: 95.82, label: clean, predict: clean
id: 0336, acc: 95.83, label: clean, predict: clean
id: 0337, acc: 95.85, label: clean, predict: clean
id: 0338, acc: 95.86, label: clean, predict: clean
id: 0339, acc: 95.87, label: clean, predict: clean
id: 0340, acc: 95.88, label: clean, predict: clean
id: 0341, acc: 95.89, label: clean, predict: clean
id: 0342, acc: 95.91, label: clean, predict: clean
id: 0343, acc: 95.92, label: clean, predict: clean
id: 0344, acc: 95.93, label: clean, predict: clean
id: 0345, acc: 95.94, label: clean, predict: clean
id: 0346, acc: 95.95, label: clean, predict: clean
id: 0347, acc: 95.97, label: clean, predict: clean
id: 0348, acc: 95.98, label: clean, predict: clean
id: 0349, acc: 95.99, label: clean, predict: clean
id: 0350, acc: 96.00, label: clean, predict: clean
id: 0351, acc: 96.01, label: clean, predict: clean
id: 0352, acc: 96.02, label: clean, predict: clean
id: 0353, acc: 96.03, label: clean, predict: clean
id: 0354, acc: 96.05, label: clean, predict: clean
id: 0355, acc: 96.06, label: clean, predict: clean
id: 0356, acc: 96.07, label: clean, predict: clean
id: 0357, acc: 96.08, label: clean, predict: clean
id: 0358, acc: 96.09, label: clean, predict: clean
id: 0359, acc: 96.10, label: clean, predict: clean
id: 0360, acc: 96.11, label: clean, predict: clean
id: 0361, acc: 96.12, label: clean, predict: clean
id: 0362, acc: 96.13, label: clean, predict: clean
id: 0363, acc: 96.14, label: clean, predict: clean
id: 0364, acc: 96.15, label: clean, predict: clean
id: 0365, acc: 96.16, label: clean, predict: clean
id: 0366, acc: 96.17, label: clean, predict: clean
id: 0367, acc: 96.19, label: clean, predict: clean
id: 0368, acc: 96.20, label: clean, predict: clean
id: 0369, acc: 96.21, label: clean, predict: clean
id: 0370, acc: 96.22, label: clean, predict: clean
id: 0371, acc: 96.23, label: clean, predict: clean
id: 0372, acc: 96.24, label: clean, predict: clean
id: 0373, acc: 95.98, label: clean, predict: PGD
id: 0374, acc: 95.99, label: clean, predict: clean
id: 0375, acc: 96.00, label: clean, predict: clean
id: 0376, acc: 96.01, label: clean, predict: clean
id: 0377, acc: 96.02, label: clean, predict: clean
id: 0378, acc: 96.03, label: clean, predict: clean
id: 0379, acc: 96.04, label: clean, predict: clean
id: 0380, acc: 96.05, label: clean, predict: clean
id: 0381, acc: 96.06, label: clean, predict: clean
id: 0382, acc: 96.07, label: clean, predict: clean
id: 0383, acc: 96.08, label: clean, predict: clean
id: 0384, acc: 96.09, label: clean, predict: clean
id: 0385, acc: 96.10, label: clean, predict: clean
id: 0386, acc: 96.11, label: clean, predict: clean
id: 0387, acc: 96.12, label: clean, predict: clean
id: 0388, acc: 96.13, label: clean, predict: clean
id: 0389, acc: 96.14, label: clean, predict: clean
id: 0390, acc: 95.90, label: clean, predict: PGD
id: 0391, acc: 95.91, label: clean, predict: clean
id: 0392, acc: 95.92, label: clean, predict: clean
id: 0393, acc: 95.67, label: clean, predict: PGD
id: 0394, acc: 95.43, label: clean, predict: PGD
id: 0395, acc: 95.19, label: clean, predict: PGD
id: 0396, acc: 94.95, label: clean, predict: PGD
id: 0397, acc: 94.71, label: clean, predict: PGD
id: 0398, acc: 94.47, label: clean, predict: PGD
id: 0399, acc: 94.49, label: clean, predict: clean
id: 0400, acc: 94.25, label: clean, predict: PGD
id: 0401, acc: 94.26, label: clean, predict: clean
id: 0402, acc: 94.28, label: clean, predict: clean
id: 0403, acc: 94.29, label: clean, predict: clean
id: 0404, acc: 94.31, label: clean, predict: clean
id: 0405, acc: 94.32, label: clean, predict: clean
id: 0406, acc: 94.33, label: clean, predict: clean
id: 0407, acc: 94.35, label: clean, predict: clean
id: 0408, acc: 94.12, label: clean, predict: PGD
id: 0409, acc: 93.89, label: clean, predict: PGD
id: 0410, acc: 93.90, label: clean, predict: clean
id: 0411, acc: 93.67, label: clean, predict: PGD
id: 0412, acc: 93.45, label: clean, predict: PGD
id: 0413, acc: 93.46, label: clean, predict: clean
id: 0414, acc: 93.24, label: clean, predict: PGD
id: 0415, acc: 93.01, label: clean, predict: PGD
id: 0416, acc: 92.79, label: clean, predict: PGD
id: 0417, acc: 92.57, label: clean, predict: PGD
id: 0418, acc: 92.58, label: clean, predict: clean
id: 0419, acc: 92.60, label: clean, predict: clean
id: 0420, acc: 92.62, label: clean, predict: clean
id: 0421, acc: 92.64, label: clean, predict: clean
id: 0422, acc: 92.65, label: clean, predict: clean
id: 0423, acc: 92.67, label: clean, predict: clean
id: 0424, acc: 92.45, label: clean, predict: PGD
id: 0425, acc: 92.47, label: clean, predict: clean
id: 0426, acc: 92.49, label: clean, predict: clean
id: 0427, acc: 92.51, label: clean, predict: clean
id: 0428, acc: 92.52, label: clean, predict: clean
id: 0429, acc: 92.54, label: clean, predict: clean
id: 0430, acc: 92.56, label: clean, predict: clean
id: 0431, acc: 92.58, label: clean, predict: clean
id: 0432, acc: 92.59, label: clean, predict: clean
id: 0433, acc: 92.61, label: clean, predict: clean
id: 0434, acc: 92.63, label: clean, predict: clean
id: 0435, acc: 92.64, label: clean, predict: clean
id: 0436, acc: 92.66, label: clean, predict: clean
id: 0437, acc: 92.68, label: clean, predict: clean
id: 0438, acc: 92.69, label: clean, predict: clean
id: 0439, acc: 92.71, label: clean, predict: clean
id: 0440, acc: 92.73, label: clean, predict: clean
id: 0441, acc: 92.74, label: clean, predict: clean
id: 0442, acc: 92.76, label: clean, predict: clean
id: 0443, acc: 92.78, label: clean, predict: clean
id: 0444, acc: 92.79, label: clean, predict: clean
id: 0445, acc: 92.81, label: clean, predict: clean
id: 0446, acc: 92.83, label: clean, predict: clean
id: 0447, acc: 92.84, label: clean, predict: clean
id: 0448, acc: 92.86, label: clean, predict: clean
id: 0449, acc: 92.87, label: clean, predict: clean
id: 0450, acc: 92.89, label: clean, predict: clean
id: 0451, acc: 92.90, label: clean, predict: clean
id: 0452, acc: 92.92, label: clean, predict: clean
id: 0453, acc: 92.94, label: clean, predict: clean
id: 0454, acc: 92.95, label: clean, predict: clean
id: 0455, acc: 92.97, label: clean, predict: clean
id: 0456, acc: 92.98, label: clean, predict: clean
id: 0457, acc: 93.00, label: clean, predict: clean
id: 0458, acc: 93.01, label: clean, predict: clean
id: 0459, acc: 93.03, label: clean, predict: clean
id: 0460, acc: 93.04, label: clean, predict: clean
id: 0461, acc: 93.06, label: clean, predict: clean
id: 0462, acc: 93.07, label: clean, predict: clean
id: 0463, acc: 93.09, label: clean, predict: clean
id: 0464, acc: 93.10, label: clean, predict: clean
id: 0465, acc: 93.12, label: clean, predict: clean
id: 0466, acc: 93.13, label: clean, predict: clean
id: 0467, acc: 93.15, label: clean, predict: clean
id: 0468, acc: 93.16, label: clean, predict: clean
id: 0469, acc: 93.18, label: clean, predict: clean
id: 0470, acc: 93.19, label: clean, predict: clean
id: 0471, acc: 93.21, label: clean, predict: clean
id: 0472, acc: 93.22, label: clean, predict: clean
id: 0473, acc: 93.23, label: clean, predict: clean
id: 0474, acc: 93.25, label: clean, predict: clean
id: 0475, acc: 93.26, label: clean, predict: clean
id: 0476, acc: 93.28, label: clean, predict: clean
id: 0477, acc: 93.29, label: clean, predict: clean
id: 0478, acc: 93.10, label: clean, predict: PGD
id: 0479, acc: 93.11, label: clean, predict: clean
id: 0480, acc: 93.12, label: clean, predict: clean
id: 0481, acc: 93.14, label: clean, predict: clean
id: 0482, acc: 93.15, label: clean, predict: clean
id: 0483, acc: 93.17, label: clean, predict: clean
id: 0484, acc: 93.18, label: clean, predict: clean
id: 0485, acc: 93.20, label: clean, predict: clean
id: 0486, acc: 93.21, label: clean, predict: clean
id: 0487, acc: 93.22, label: clean, predict: clean
id: 0488, acc: 93.24, label: clean, predict: clean
id: 0489, acc: 93.25, label: clean, predict: clean
id: 0490, acc: 93.27, label: clean, predict: clean
id: 0491, acc: 93.28, label: clean, predict: clean
id: 0492, acc: 93.29, label: clean, predict: clean
id: 0493, acc: 93.31, label: clean, predict: clean
id: 0494, acc: 93.32, label: clean, predict: clean
id: 0495, acc: 93.33, label: clean, predict: clean
id: 0496, acc: 93.35, label: clean, predict: clean
id: 0497, acc: 93.36, label: clean, predict: clean
id: 0498, acc: 93.37, label: clean, predict: clean
id: 0499, acc: 93.39, label: clean, predict: clean
id: 0500, acc: 93.40, label: clean, predict: clean
id: 0501, acc: 93.41, label: clean, predict: clean
id: 0502, acc: 93.43, label: clean, predict: clean
id: 0503, acc: 93.44, label: clean, predict: clean
id: 0504, acc: 93.45, label: clean, predict: clean
id: 0505, acc: 93.47, label: clean, predict: clean
id: 0506, acc: 93.48, label: clean, predict: clean
id: 0507, acc: 93.49, label: clean, predict: clean
id: 0508, acc: 93.50, label: clean, predict: clean
id: 0509, acc: 93.52, label: clean, predict: clean
id: 0510, acc: 93.53, label: clean, predict: clean
id: 0511, acc: 93.54, label: clean, predict: clean
id: 0512, acc: 93.55, label: clean, predict: clean
id: 0513, acc: 93.57, label: clean, predict: clean
id: 0514, acc: 93.58, label: clean, predict: clean
id: 0515, acc: 93.59, label: clean, predict: clean
id: 0516, acc: 93.60, label: clean, predict: clean
id: 0517, acc: 93.62, label: clean, predict: clean
id: 0518, acc: 93.63, label: clean, predict: clean
id: 0519, acc: 93.64, label: clean, predict: clean
id: 0520, acc: 93.65, label: clean, predict: clean
id: 0521, acc: 93.67, label: clean, predict: clean
id: 0522, acc: 93.68, label: clean, predict: clean
id: 0523, acc: 93.50, label: clean, predict: PGD
id: 0524, acc: 93.51, label: clean, predict: clean
id: 0525, acc: 93.33, label: clean, predict: PGD
id: 0526, acc: 93.35, label: clean, predict: clean
id: 0527, acc: 93.36, label: clean, predict: clean
id: 0528, acc: 93.37, label: clean, predict: clean
id: 0529, acc: 93.38, label: clean, predict: clean
id: 0530, acc: 93.40, label: clean, predict: clean
id: 0531, acc: 93.41, label: clean, predict: clean
id: 0532, acc: 93.42, label: clean, predict: clean
id: 0533, acc: 93.43, label: clean, predict: clean
id: 0534, acc: 93.45, label: clean, predict: clean
id: 0535, acc: 93.46, label: clean, predict: clean
id: 0536, acc: 93.28, label: clean, predict: PGD
id: 0537, acc: 93.30, label: clean, predict: clean
id: 0538, acc: 93.31, label: clean, predict: clean
id: 0539, acc: 93.32, label: clean, predict: clean
id: 0540, acc: 93.33, label: clean, predict: clean
id: 0541, acc: 93.35, label: clean, predict: clean
id: 0542, acc: 93.36, label: clean, predict: clean
id: 0543, acc: 93.37, label: clean, predict: clean
id: 0544, acc: 93.38, label: clean, predict: clean
id: 0545, acc: 93.39, label: clean, predict: clean
id: 0546, acc: 93.41, label: clean, predict: clean
id: 0547, acc: 93.42, label: clean, predict: clean
id: 0548, acc: 93.43, label: clean, predict: clean
id: 0549, acc: 93.44, label: clean, predict: clean
id: 0550, acc: 93.45, label: clean, predict: clean
id: 0551, acc: 93.47, label: clean, predict: clean
id: 0552, acc: 93.48, label: clean, predict: clean
id: 0553, acc: 93.49, label: clean, predict: clean
id: 0554, acc: 93.50, label: clean, predict: clean
id: 0555, acc: 93.51, label: clean, predict: clean
id: 0556, acc: 93.53, label: clean, predict: clean
id: 0557, acc: 93.54, label: clean, predict: clean
