Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BlowingCandles
id: 0050, acc: 80.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0050, acc: 50.00, label: , predict: MilitaryParade
id: 0050, acc: 86.00, label: , predict: ApplyLipstick
id: 0051, acc: 80.39, label: ApplyLipstick, predict: ApplyLipstick
id: 0051, acc: 49.02, label: , predict: MilitaryParade
id: 0051, acc: 86.27, label: , predict: ApplyLipstick
id: 0052, acc: 80.77, label: ApplyLipstick, predict: ApplyLipstick
id: 0052, acc: 48.08, label: , predict: MilitaryParade
id: 0052, acc: 86.54, label: , predict: ApplyLipstick
id: 0053, acc: 81.13, label: ApplyLipstick, predict: ApplyLipstick
id: 0053, acc: 47.17, label: , predict: Bowling
id: 0053, acc: 86.79, label: , predict: ApplyLipstick
id: 0054, acc: 79.63, label: ApplyLipstick, predict: BrushingTeeth
id: 0054, acc: 46.30, label: , predict: MilitaryParade
id: 0054, acc: 85.19, label: , predict: BrushingTeeth
id: 0055, acc: 78.18, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 45.45, label: , predict: MilitaryParade
id: 0055, acc: 83.64, label: , predict: BrushingTeeth
id: 0056, acc: 76.79, label: ApplyLipstick, predict: MoppingFloor
id: 0056, acc: 44.64, label: , predict: MilitaryParade
id: 0056, acc: 82.14, label: , predict: BrushingTeeth
id: 0057, acc: 75.44, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 43.86, label: , predict: MilitaryParade
id: 0057, acc: 80.70, label: , predict: BrushingTeeth
id: 0058, acc: 75.86, label: ApplyLipstick, predict: ApplyLipstick
id: 0058, acc: 43.10, label: , predict: Bowling
id: 0058, acc: 81.03, label: , predict: ApplyLipstick
id: 0059, acc: 76.27, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 42.37, label: , predict: Bowling
id: 0059, acc: 81.36, label: , predict: ApplyLipstick
id: 0060, acc: 76.67, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 41.67, label: , predict: Bowling
id: 0060, acc: 81.67, label: , predict: ApplyLipstick
id: 0061, acc: 77.05, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 42.62, label: , predict: ApplyLipstick
id: 0061, acc: 81.97, label: , predict: ApplyLipstick
id: 0062, acc: 77.42, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 41.94, label: , predict: Bowling
id: 0062, acc: 82.26, label: , predict: ApplyLipstick
id: 0063, acc: 77.78, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 41.27, label: , predict: MilitaryParade
id: 0063, acc: 82.54, label: , predict: ApplyLipstick
id: 0064, acc: 76.56, label: ApplyLipstick, predict: BlowingCandles
id: 0064, acc: 40.62, label: , predict: MilitaryParade
id: 0064, acc: 81.25, label: , predict: BlowingCandles
id: 0065, acc: 76.92, label: ApplyLipstick, predict: ApplyLipstick
id: 0065, acc: 40.00, label: , predict: MilitaryParade
id: 0065, acc: 80.00, label: , predict: ApplyEyeMakeup
id: 0066, acc: 77.27, label: ApplyLipstick, predict: ApplyLipstick
id: 0066, acc: 39.39, label: , predict: MilitaryParade
id: 0066, acc: 78.79, label: , predict: ApplyEyeMakeup
id: 0067, acc: 77.61, label: ApplyLipstick, predict: ApplyLipstick
id: 0067, acc: 38.81, label: , predict: MilitaryParade
id: 0067, acc: 79.10, label: , predict: ApplyLipstick
id: 0068, acc: 77.94, label: ApplyLipstick, predict: ApplyLipstick
id: 0068, acc: 39.71, label: , predict: ApplyLipstick
id: 0068, acc: 79.41, label: , predict: ApplyLipstick
id: 0069, acc: 78.26, label: ApplyLipstick, predict: ApplyLipstick
id: 0069, acc: 39.13, label: , predict: MilitaryParade
id: 0069, acc: 79.71, label: , predict: ApplyLipstick
id: 0070, acc: 78.57, label: ApplyLipstick, predict: ApplyLipstick
id: 0070, acc: 40.00, label: , predict: ApplyLipstick
id: 0070, acc: 80.00, label: , predict: ApplyLipstick
id: 0071, acc: 78.87, label: ApplyLipstick, predict: ApplyLipstick
id: 0071, acc: 40.85, label: , predict: ApplyLipstick
id: 0071, acc: 80.28, label: , predict: ApplyLipstick
id: 0072, acc: 79.17, label: ApplyLipstick, predict: ApplyLipstick
id: 0072, acc: 41.67, label: , predict: ApplyLipstick
id: 0072, acc: 80.56, label: , predict: ApplyLipstick
id: 0073, acc: 79.45, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 41.10, label: , predict: MilitaryParade
id: 0073, acc: 80.82, label: , predict: ApplyLipstick
id: 0074, acc: 79.73, label: ApplyLipstick, predict: ApplyLipstick
id: 0074, acc: 40.54, label: , predict: MilitaryParade
id: 0074, acc: 81.08, label: , predict: ApplyLipstick
id: 0075, acc: 80.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0075, acc: 40.00, label: , predict: MilitaryParade
id: 0075, acc: 81.33, label: , predict: ApplyLipstick
id: 0076, acc: 80.26, label: ApplyLipstick, predict: ApplyLipstick
id: 0076, acc: 39.47, label: , predict: MilitaryParade
id: 0076, acc: 81.58, label: , predict: ApplyLipstick
id: 0077, acc: 79.22, label: Archery, predict: Hammering
id: 0077, acc: 38.96, label: , predict: MoppingFloor
id: 0077, acc: 80.52, label: , predict: Hammering
id: 0078, acc: 78.21, label: Archery, predict: ThrowDiscus
id: 0078, acc: 38.46, label: , predict: TrampolineJumping
id: 0078, acc: 80.77, label: , predict: Archery
id: 0079, acc: 77.22, label: Archery, predict: ThrowDiscus
id: 0079, acc: 37.97, label: , predict: Punch
id: 0079, acc: 81.01, label: , predict: Archery
id: 0080, acc: 76.25, label: Archery, predict: ThrowDiscus
id: 0080, acc: 37.50, label: , predict: Punch
id: 0080, acc: 81.25, label: , predict: Archery
id: 0081, acc: 75.31, label: Archery, predict: FrontCrawl
id: 0081, acc: 37.04, label: , predict: MilitaryParade
id: 0081, acc: 80.25, label: , predict: Knitting
id: 0082, acc: 74.39, label: Archery, predict: FrontCrawl
id: 0082, acc: 36.59, label: , predict: MilitaryParade
id: 0082, acc: 79.27, label: , predict: FrontCrawl
id: 0083, acc: 73.49, label: Archery, predict: Hammering
id: 0083, acc: 36.14, label: , predict: MoppingFloor
id: 0083, acc: 78.31, label: , predict: Hammering
id: 0084, acc: 72.62, label: Archery, predict: BenchPress
id: 0084, acc: 35.71, label: , predict: Lunges
id: 0084, acc: 78.57, label: , predict: Archery
id: 0085, acc: 71.76, label: Archery, predict: BenchPress
id: 0085, acc: 35.29, label: , predict: TrampolineJumping
id: 0085, acc: 78.82, label: , predict: Archery
id: 0086, acc: 72.09, label: Archery, predict: Archery
id: 0086, acc: 34.88, label: , predict: TrampolineJumping
id: 0086, acc: 79.07, label: , predict: Archery
id: 0087, acc: 71.26, label: Archery, predict: BenchPress
id: 0087, acc: 34.48, label: , predict: TrampolineJumping
id: 0087, acc: 79.31, label: , predict: Archery
id: 0088, acc: 71.59, label: Archery, predict: Archery
id: 0088, acc: 34.09, label: , predict: TrampolineJumping
id: 0088, acc: 79.55, label: , predict: Archery
id: 0089, acc: 70.79, label: Archery, predict: BenchPress
id: 0089, acc: 33.71, label: , predict: TrampolineJumping
id: 0089, acc: 79.78, label: , predict: Archery
id: 0090, acc: 71.11, label: Archery, predict: Archery
id: 0090, acc: 33.33, label: , predict: TrampolineJumping
id: 0090, acc: 80.00, label: , predict: Archery
id: 0091, acc: 70.33, label: Archery, predict: GolfSwing
id: 0091, acc: 32.97, label: , predict: GolfSwing
id: 0091, acc: 79.12, label: , predict: GolfSwing
id: 0092, acc: 70.65, label: Archery, predict: Archery
id: 0092, acc: 32.61, label: , predict: GolfSwing
id: 0092, acc: 79.35, label: , predict: Archery
id: 0093, acc: 69.89, label: Archery, predict: BandMarching
id: 0093, acc: 32.26, label: , predict: MilitaryParade
id: 0093, acc: 78.49, label: , predict: BandMarching
id: 0094, acc: 69.15, label: Archery, predict: RopeClimbing
id: 0094, acc: 31.91, label: , predict: HeadMassage
id: 0094, acc: 77.66, label: , predict: RopeClimbing
id: 0095, acc: 69.47, label: Archery, predict: Archery
id: 0095, acc: 31.58, label: , predict: RockClimbingIndoor
id: 0095, acc: 77.89, label: , predict: Archery
id: 0096, acc: 69.79, label: Archery, predict: Archery
id: 0096, acc: 31.25, label: , predict: YoYo
id: 0096, acc: 78.12, label: , predict: Archery
id: 0097, acc: 69.07, label: Archery, predict: PlayingViolin
id: 0097, acc: 30.93, label: , predict: YoYo
id: 0097, acc: 78.35, label: , predict: Archery
id: 0098, acc: 68.37, label: Archery, predict: PlayingViolin
id: 0098, acc: 30.61, label: , predict: MilitaryParade
id: 0098, acc: 78.57, label: , predict: Archery
id: 0099, acc: 67.68, label: Archery, predict: PlayingViolin
id: 0099, acc: 30.30, label: , predict: YoYo
id: 0099, acc: 78.79, label: , predict: Archery
id: 0100, acc: 67.00, label: Archery, predict: JugglingBalls
id: 0100, acc: 30.00, label: , predict: MilitaryParade
id: 0100, acc: 78.00, label: , predict: JugglingBalls
id: 0101, acc: 66.34, label: Archery, predict: BenchPress
id: 0101, acc: 29.70, label: , predict: MilitaryParade
id: 0101, acc: 77.23, label: , predict: Hammering
id: 0102, acc: 65.69, label: Archery, predict: BenchPress
id: 0102, acc: 29.41, label: , predict: MilitaryParade
id: 0102, acc: 76.47, label: , predict: JugglingBalls
id: 0103, acc: 65.05, label: Archery, predict: Rowing
id: 0103, acc: 29.13, label: , predict: MilitaryParade
id: 0103, acc: 75.73, label: , predict: JugglingBalls
id: 0104, acc: 64.42, label: Archery, predict: Skiing
id: 0104, acc: 28.85, label: , predict: Billiards
id: 0104, acc: 75.00, label: , predict: CliffDiving
id: 0105, acc: 64.76, label: Archery, predict: Archery
id: 0105, acc: 28.57, label: , predict: MoppingFloor
id: 0105, acc: 74.29, label: , predict: Hammering
id: 0106, acc: 64.15, label: Archery, predict: HulaHoop
id: 0106, acc: 28.30, label: , predict: TrampolineJumping
id: 0106, acc: 73.58, label: , predict: Nunchucks
id: 0107, acc: 63.55, label: Archery, predict: HulaHoop
id: 0107, acc: 28.04, label: , predict: TrampolineJumping
id: 0107, acc: 72.90, label: , predict: Nunchucks
id: 0108, acc: 62.96, label: Archery, predict: HulaHoop
id: 0108, acc: 27.78, label: , predict: TrampolineJumping
id: 0108, acc: 72.22, label: , predict: Nunchucks
id: 0109, acc: 62.39, label: Archery, predict: WritingOnBoard
id: 0109, acc: 27.52, label: , predict: TrampolineJumping
id: 0109, acc: 71.56, label: , predict: RopeClimbing
id: 0110, acc: 61.82, label: Archery, predict: WritingOnBoard
id: 0110, acc: 27.27, label: , predict: TrampolineJumping
id: 0110, acc: 70.91, label: , predict: RopeClimbing
id: 0111, acc: 61.26, label: Archery, predict: HulaHoop
id: 0111, acc: 27.03, label: , predict: TrampolineJumping
id: 0111, acc: 70.27, label: , predict: Drumming
id: 0112, acc: 60.71, label: Archery, predict: PlayingViolin
id: 0112, acc: 26.79, label: , predict: Bowling
id: 0112, acc: 70.54, label: , predict: Archery
id: 0113, acc: 61.06, label: Archery, predict: Archery
id: 0113, acc: 26.55, label: , predict: RopeClimbing
id: 0113, acc: 70.80, label: , predict: Archery
id: 0114, acc: 60.53, label: Archery, predict: RopeClimbing
id: 0114, acc: 26.32, label: , predict: RopeClimbing
id: 0114, acc: 70.18, label: , predict: RopeClimbing
id: 0115, acc: 60.00, label: Archery, predict: RopeClimbing
id: 0115, acc: 26.09, label: , predict: MilitaryParade
id: 0115, acc: 69.57, label: , predict: Hammering
id: 0116, acc: 59.48, label: Archery, predict: SkyDiving
id: 0116, acc: 25.86, label: , predict: MilitaryParade
id: 0116, acc: 68.97, label: , predict: VolleyballSpiking
id: 0117, acc: 58.97, label: Archery, predict: PushUps
id: 0117, acc: 25.64, label: , predict: Bowling
id: 0117, acc: 68.38, label: , predict: PlayingViolin
id: 0118, acc: 59.32, label: BabyCrawling, predict: BabyCrawling
id: 0118, acc: 25.42, label: , predict: Bowling
id: 0118, acc: 68.64, label: , predict: BabyCrawling
id: 0119, acc: 59.66, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 25.21, label: , predict: PushUps
id: 0119, acc: 68.91, label: , predict: BabyCrawling
id: 0120, acc: 60.00, label: BabyCrawling, predict: BabyCrawling
id: 0120, acc: 25.00, label: , predict: Bowling
id: 0120, acc: 69.17, label: , predict: BabyCrawling
id: 0121, acc: 60.33, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 24.79, label: , predict: Bowling
id: 0121, acc: 69.42, label: , predict: BabyCrawling
id: 0122, acc: 60.66, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 24.59, label: , predict: CricketBowling
id: 0122, acc: 69.67, label: , predict: BabyCrawling
id: 0123, acc: 60.98, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 24.39, label: , predict: MilitaryParade
id: 0123, acc: 69.92, label: , predict: BabyCrawling
id: 0124, acc: 61.29, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 24.19, label: , predict: HeadMassage
id: 0124, acc: 70.16, label: , predict: BabyCrawling
id: 0125, acc: 61.60, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 24.00, label: , predict: MilitaryParade
id: 0125, acc: 70.40, label: , predict: BabyCrawling
id: 0126, acc: 61.90, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 23.81, label: , predict: MilitaryParade
id: 0126, acc: 70.63, label: , predict: BabyCrawling
id: 0127, acc: 62.20, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 23.62, label: , predict: MilitaryParade
id: 0127, acc: 70.87, label: , predict: BabyCrawling
id: 0128, acc: 62.50, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 23.44, label: , predict: MilitaryParade
id: 0128, acc: 70.31, label: , predict: HorseRace
id: 0129, acc: 62.02, label: BabyCrawling, predict: Bowling
id: 0129, acc: 23.26, label: , predict: HorseRace
id: 0129, acc: 69.77, label: , predict: HorseRace
